level,org_imp,org_clicks,org_atc,org_bnc,ads_imp,ads_clicks,ads_atc,ads_bnc,all_impressions,all_clicks,all_atc,all_bnc,impression_share_ads
overall,1103590803,33487416,840463,1600697,431941145,10416588,255923,452214,1535531948,43904004,1096386,2052911,0.2812974002674414
